,sku,Units,Lines,unitspercase
15793,SB28191056_f,3,3,21
15794,SP04861801_f,3,3,21
15795,SB27918874,3,3,4
15796,MB65544556_f,3,3,21
15797,MP04915930,3,3,2
15798,YP04916591,3,3,2
15799,YP04572034_f,3,3,21
15800,YB28358569,6,3,35
15801,MB44513841_f,4,3,21
15802,AB93167251,7,3,6
15803,SP04234339_f,3,3,21
15804,SB28399748,5,3,14
15805,MP04915922_f,3,3,21
15806,LB17630201_f,3,3,21
15807,AB69130555,10,3,11
15808,AB93808455,3,3,12
15809,AB92322330,3,3,9
15810,KP04844239,3,3,4
15811,AB92312492_f,6,3,21
15812,AB69498666_f,3,3,21
15813,SP04926539_f,7,3,21
15814,SB27970605_f,6,3,21
15815,MB72108338,12,3,24
15816,LB16433522,12,3,21
15817,MB84055055,7,3,24
15818,SB27924910_f,5,3,21
15819,MB95088710,3,3,24
15820,MP04710971_f,6,3,21
15821,AB90520053,10,3,24
15822,MB77672539_f,3,3,21
15823,AB84120168_f,3,3,21
15824,YB27249527_f,12,3,21
15825,SP04785907,3,3,10
15826,AB73515920_f,3,3,21
15827,SB22244381_f,3,3,21
15828,MB70544266,12,3,48
15829,AB74486553,3,3,12
15830,MB71353883_f,3,3,21
15831,SB27944864,3,3,33
15832,AB93295123_f,3,3,21
15833,SB27931592,6,3,31
15834,LB16081589_f,3,3,21
15835,SP04816546,3,3,5
15836,SP04801412,3,3,5
15837,YP04855624,3,3,2
15838,AB72345382,3,3,21
15839,MB44185800_f,4,3,21
15840,YP04855387,3,3,8
15841,YP04920551,3,3,2
15842,SB28399832,3,3,21
15843,YP04847686,3,3,100
15844,AB73516754_f,3,3,21
15845,SP04519518_f,3,3,21
15846,AB91179186_f,6,3,21
15847,LP04681361,3,3,3
15848,MB44519531_f,3,3,21
15849,SP04889569_f,3,3,21
15850,AB92264333,10,3,12
15851,SB27590726,3,3,10
15852,LB16317091_f,6,3,21
15853,MP04850202_f,3,3,21
15854,SP04889634,3,3,13
15855,AP04581398,5,3,16
15856,MP04900749,3,3,4
15857,LB16611234_f,12,3,21
15858,MB21796458,4,3,6
15859,YP04916592,3,3,2
15860,SP04822976_f,3,3,21
15861,SB27235256_f,6,3,21
15862,MB70165205,10,3,30
15863,MP04850197,3,3,2
15864,SB28535845,3,3,26
15865,LB16433441,12,3,80
15866,AB91202082,3,3,11
15867,SB26291466,3,3,65
15868,MB94984967_f,3,3,21
15869,AB71357122_f,3,3,21
15870,LP04830361,6,3,4
15871,SB23819223_f,6,3,21
15872,SB23816145_f,11,3,21
15873,AB73516770_f,3,3,21
15874,SB28535890_f,3,3,21
15875,AB92541713,9,3,20
15876,MB58088621,6,3,75
15877,AB80293031,3,3,8
15878,YP04562210_f,3,3,21
15879,SP04811368,3,3,10
15880,AB70893179_f,12,3,21
15881,KB16240058,6,3,34
15882,LB17711599,3,3,24
15883,SB27971015,3,3,25
15884,SB28012656,3,3,25
15885,AB84961330,3,3,10
15886,AB92378669,3,3,12
15887,AB92320183_f,3,3,21
15888,MB85412176_f,10,3,21
15889,SP04799480,7,3,2
15890,YP04574138_f,3,3,21
15891,AB71355153,3,3,21
15892,SP04892956,3,3,2
15893,MB22350518_f,9,3,21
15894,AB74421783,3,3,12
15895,AB92324529_f,3,3,21
15896,MB70301137,7,3,27
15897,KP04844242,3,3,4
15898,MB58884867,5,3,21
15899,SP04915339,3,3,12
15900,AB91202231_f,3,3,21
15901,KB15537636_f,7,3,21
15902,AB92350629_f,3,3,21
15903,SB28403210,3,3,3
15904,AB77805500_f,3,3,21
15905,MP04710975_f,4,3,21
15906,SB23820241,6,3,19
15907,AB71426781_f,8,3,21
15908,SB99812128,5,3,21
15909,LB18012145,12,3,24
15910,KP04810368,3,3,4
15911,SP04624756_f,3,3,21
15912,AB93523549_f,6,3,21
15913,AB91440129,6,3,6
15914,MP04912012,3,3,4
15915,AB93294878,7,3,12
15916,MB89982495_f,12,3,21
15917,MB84050306,7,3,24
15918,MB72108707_f,12,3,21
15919,AB71426710,12,3,40
15920,SB28401445,3,3,3
15921,SB27925634_f,3,3,21
15922,MB78318203_f,5,3,21
15923,SB28401814,3,3,3
15924,AB71355027_f,3,3,21
15925,MB62038104,8,3,21
15926,KB16240045,6,3,34
15927,AB84140122_f,3,3,21
15928,MP04549041,3,3,12
15929,MB88016838,3,3,12
15930,AB81290240_f,3,3,21
15931,SB24347833,3,3,27
15932,AB72325221,4,3,10
15933,AB92679070,9,3,6
15934,MB76088917,3,3,10
15935,LB17336987_f,3,3,21
15936,SP04702129,3,3,10
15937,AB68256207,6,3,21
15938,MP04900743,3,3,4
15939,SB27970689_f,6,3,21
15940,SB28402952,3,3,5
15941,MP04896016,3,3,4
15942,SB18926189_f,6,3,21
15943,KP04900923,3,3,8
15944,YP04901875,3,3,22
15945,AB93167646_f,3,3,21
15946,MB95088600,9,3,24
15947,MB44514060,3,3,21
15948,SB28535890,3,3,26
15949,SB23820306,5,3,28
15950,SB27931563_f,3,3,21
15951,MP04711721,3,3,4
15952,MB69335884_f,3,3,21
15953,SP04855582,3,3,2
15954,SB28212414_f,3,3,21
15955,LB16457906_f,3,3,21
15956,SB27997264,3,3,30
15957,SB28537005,6,3,24
15958,SB28537018,3,3,24
15959,AB91054683,4,3,6
15960,MB76435544,3,3,100
15961,SB27833878_f,3,3,21
15962,SB28790512_f,6,3,21
15963,SB28191519,4,3,126
15964,SB28400831_f,3,3,21
15965,AB93677783_f,3,3,21
15966,SP04600758,3,3,20
15967,MB84053442,4,3,24
15968,LP04862489_f,3,3,21
15969,MP04915925,3,3,2
15970,SB24217811_f,3,3,21
15971,AB88671671_f,6,3,21
15972,MB86635017,8,3,24
15973,SB27931563,3,3,31
15974,MB65544488_f,3,3,21
15975,SB27235188_f,6,3,21
15976,SB28213578_f,5,3,21
15977,AB74486430,7,3,8
15978,SP04775695_f,3,3,21
15979,AB92291157,4,3,12
15980,KB14755736,3,3,6
15981,MB86637507,5,3,24
15982,AB93524690_f,8,3,21
15983,YB26791717,6,3,36
15984,AB66296764_f,3,3,21
15985,SP04903461_f,3,3,21
15986,AB80717009,21,3,12
15987,AB84353362_f,6,3,21
15988,LB17955397_f,3,3,21
15989,YB28358873_f,3,3,21
15990,SB26996444,6,3,17
15991,YB26791717_f,6,3,21
15992,SB27944848_f,6,3,21
15993,MB69335101,3,3,4
15994,SB27947133,3,3,33
15995,SP04882909_f,3,3,21
15996,AB66296793_f,3,3,21
15997,AB92914654,3,3,12
15998,MB72110672,10,3,24
15999,LP04862490,3,3,3
16000,YP03783636_f,3,3,21
16001,SB28211363,4,3,11
16002,MB84055107,3,3,24
16003,MB59821081,3,3,40
16004,LB16459386,7,3,6
16005,SB27623884_f,3,3,21
16006,SP04904022,3,3,2
16007,MP04905358,3,3,3
16008,SB22244514_f,6,3,21
16009,LP04494064_f,3,3,21
16010,MB84052799_f,3,3,21
16011,MB72108396,12,3,24
16012,SB28396013_f,3,3,21
16013,AB92298626,3,3,9
16014,LB18068827,9,3,10
16015,MB55287153,8,3,21
16016,SB27931615_f,3,3,21
16017,AB88260451_f,3,3,21
16018,AB84363763_f,27,3,21
16019,AB84353333_f,3,3,21
16020,YP04920544_f,3,3,21
16021,MB44515881,3,3,21
16022,MB86635729,11,3,18
16023,MP04874278_f,3,3,21
16024,AB73516864,3,3,12
16025,SB27947188,3,3,33
16026,MB70165357,6,3,30
16027,SB27970744_f,3,3,21
16028,SB23813562_f,3,3,21
16029,SB27944822_f,7,3,21
16030,MB66724692,6,3,4
16031,MB77674294_f,6,3,21
16032,SB28270443_f,4,3,21
16033,AB68256359,4,3,21
16034,SB28398383_f,5,3,21
16035,LB17355405_f,11,3,21
16036,SB27970773,6,3,30
16037,MP04602011,3,3,2
16038,LB16410985_f,9,3,21
16039,AB92679070_f,6,3,21
16040,SP04485703_f,3,3,21
16041,SB27931602_f,3,3,21
16042,KB15139827_f,6,3,21
16043,LB17266060_f,3,3,21
16044,AB93780308,19,3,6
16045,SB14708327_f,5,3,21
16046,AB84944111,3,3,12
16047,KP04922213,3,3,4
16048,MB84048651,3,3,24
16049,MB58879500_f,3,3,21
16050,AB91942753,3,3,12
16051,MB70165603,3,3,10
16052,MB68277273_f,3,3,21
16053,MB74519954,10,3,24
16054,SB28213701_f,4,3,21
16055,YP04857957_f,3,3,21
16056,AB92350797,3,3,12
16057,MB84052265_f,3,3,21
16058,MB44519544,5,3,21
16059,SB22638887,9,3,21
16060,AB73043667,6,3,12
16061,AB72514676_f,27,3,21
16062,AB91862930,3,3,12
16063,MB81396377,3,3,14
16064,SB28213426,6,3,6
16065,AB84130064_f,5,3,21
16066,MB78257076_f,5,3,21
16067,YB28358831_f,6,3,21
16068,MB55287153_f,8,3,21
16069,MB75923659_f,3,3,21
16070,MB75925424_f,3,3,21
16071,SB27623897_f,6,3,21
16072,AB72498747_f,12,3,21
16073,AB71356699,7,3,21
16074,LB17662855_f,3,3,21
16075,SP04903695_f,3,3,21
16076,MP04897121_f,4,3,21
16077,AB66297446,3,3,21
16078,LB17343433,3,3,2
16079,AB84120155,3,3,12
16080,SP04889814_f,3,3,21
16081,AB93166168_f,7,3,21
16082,SP04893833,3,3,6
16083,MB95073149_f,6,3,21
16084,AB92264757,4,3,6
16085,KP04922213_f,3,3,21
16086,YP04543589,3,3,21
16087,SB15190196,3,3,21
16088,AB74186633,3,3,12
16089,AB93294768,3,3,12
16090,MB65237779_f,6,3,21
16091,YP04898143_f,3,3,21
16092,YP04857433,3,3,12
16093,SP04912303_f,3,3,21
16094,SB25133402,6,3,36
16095,AB73516673_f,3,3,21
16096,SB28214409,4,3,12
16097,SB28400624_f,4,3,21
16098,MB84054519,3,3,24
16099,AB68463346_f,3,3,21
16100,LB16918021,6,3,6
16101,AB91687937,10,3,12
16102,YP04822031,3,3,2
16103,SP04889690_f,3,3,21
16104,SB28403016_f,3,3,21
16105,AB75063962_f,3,3,21
16106,MB25325113_f,3,3,21
16107,AB73515807_f,3,3,21
16108,MB25325553,3,3,21
16109,SP04825562_f,3,3,21
16110,AB69165384_f,5,3,21
16111,AB66296968_f,3,3,21
16112,AB93151610,3,3,6
16113,SP04754655,3,3,4
16114,MB65543133,3,3,21
16115,SB28066518_f,6,3,21
16116,MB65543609_f,3,3,21
16117,AB74483365,3,3,12
16118,SB26880767,3,3,30
16119,AB72213870,3,3,12
16120,SB27970621_f,3,3,21
16121,SP04801385_f,3,3,21
16122,MB61238303_f,3,3,21
16123,MB72111176,7,3,24
16124,SP04888516,3,3,17
16125,LB17852513_f,12,3,21
16126,SP04583347_f,3,3,21
16127,MB91161592,13,3,24
16128,LB17369954_f,6,3,21
16129,YB28362076,4,3,22
16130,AB93153676,3,3,5
16131,SP04769215,3,3,30
16132,AB93524496,3,3,12
16133,LB17313023_f,26,3,21
16134,LP04681362,3,3,3
16135,MB70304244_f,3,3,21
16136,SP04414980,3,3,4
16137,MB76435421,3,3,57
16138,SB28400349_f,4,3,21
16139,SP04791438_f,3,3,21
16140,AB84122098,3,3,12
16141,MB88017002,6,3,12
16142,MB44519531,3,3,21
16143,AB91202244,3,3,11
16144,YP04915278,3,3,4
16145,SB22639116,3,3,21
16146,MP04850204_f,3,3,21
16147,KB13326975,9,3,12
16148,AB84136725,3,3,12
16149,SB19042101,6,3,40
16150,MB71646189_f,3,3,21
16151,AB84944043,4,3,11
16152,SB24347833_f,3,3,21
16153,MB72108590_f,12,3,21
16154,LB17466433_f,3,3,21
16155,SB28537018_f,3,3,21
16156,AB68462952,6,3,6
16157,MB63848513,63,3,48
16158,MB70097920,3,3,36
16159,MP04894437,3,3,2
16160,AB93525479_f,3,3,21
16161,MP04899198_f,3,3,21
16162,MB95074371_f,6,3,21
16163,MP04845426,3,3,2
16164,AB69871474,3,3,21
16165,SB26730095,3,3,13
16166,AB69522998,13,3,48
16167,SB27638659_f,6,3,21
16168,AB93804174_f,15,3,21
16169,SB23820267_f,6,3,21
16170,AB74486443,3,3,12
16171,SP04889749_f,3,3,21
16172,SB28402907,3,3,9
16173,YB26792839,6,3,36
16174,AB92312560,7,3,6
16175,AB71947260,3,3,10
16176,SB28398383,5,3,6
16177,SP04816546_f,3,3,21
16178,LB17606918,3,3,4
16179,MB95052636_f,6,3,21
16180,LB17230630,5,3,4
16181,YP04543575_f,3,3,21
16182,YP04938231,3,3,2
16183,OB11207711_f,6,3,21
16184,AB92292729_f,3,3,21
16185,SB23820283,5,3,24
16186,AB71134691,4,3,21
16187,MB88016838_f,3,3,21
16188,AB72422425,3,3,12
16189,MB68276656,5,3,24
16190,AB72836202,7,3,8
16191,SP04868804_f,3,3,21
16192,AB88000938,4,3,8
16193,MP04451592,3,3,4
16194,AB75063988_f,3,3,21
16195,KB15202291_f,12,3,21
16196,MB77672555_f,6,3,21
16197,SP04773834,3,3,4
16198,SB28400695,7,3,12
16199,SB28399696,5,3,9
16200,SB27944864_f,3,3,21
16201,MB78347151_f,5,3,21
16202,SB22244239_f,3,3,21
16203,AB71356699_f,7,3,21
16204,AB72576232,3,3,15
16205,MB87014938_f,3,3,21
16206,MB56774636_f,6,3,21
16207,YP04802810_f,3,3,21
16208,SP04895195_f,3,3,21
16209,MP04875057_f,3,3,21
16210,SB27997206,3,3,32
16211,AB67756494,10,3,12
16212,AB68256223,10,3,21
16213,SP04907318,3,3,6
16214,SP04906779,3,3,12
16215,SP04702128_f,3,3,21
16216,YP04734296,3,3,16
16217,MB76762754_f,3,3,21
16218,SP04904022_f,3,3,21
16219,AP04670404,3,3,3
16220,SB27965254_f,11,3,21
16221,SP04897986,3,3,12
16222,MB78346958,5,3,8
16223,LP04934394_f,3,3,21
16224,SB27947159,6,3,33
16225,MB76088629_f,3,3,21
16226,AB84136709,3,3,12
16227,MB65546813_f,3,3,21
16228,MB44515920,3,3,21
16229,MP04745013_f,15,3,21
16230,MB78038965_f,6,3,21
16231,MB88017109,5,3,12
16232,MP04850198_f,11,3,21
16233,AB88673501_f,6,3,21
16234,SB18926231_f,3,3,21
16235,KB15902164,7,3,16
16236,LP04732008,3,3,4
16237,AB93154439_f,3,3,21
16238,MB65251454_f,21,3,21
16239,AB88719326_f,21,3,21
16240,MB65543146_f,3,3,21
16241,MP04875058_f,3,3,21
16242,AB73516615,3,3,12
16243,AB93154361_f,3,3,21
16244,MP04885704_f,3,3,21
16245,YB25865589_f,10,3,21
16246,KB12458365_f,21,3,21
16247,AB75591230,16,3,24
16248,SB28400831,3,3,6
16249,SB23816158_f,3,3,21
16250,AB68463139,4,3,6
16251,MB84050966,3,3,24
16252,YB26511887_f,3,3,21
16253,SB22625586,12,3,21
16254,MB76763452,3,3,20
16255,YP04855624_f,3,3,21
16256,LB16532863_f,6,3,21
16257,SB28886947,7,3,27
16258,MB77673318,3,3,24
16259,AB84140122,3,3,12
16260,MB84050762,5,3,24
16261,LB16459700_f,6,3,21
16262,YB27702637_f,10,3,21
16263,SB28536815_f,6,3,21
16264,YP04902592,3,3,3
16265,YB28358802,4,3,35
16266,MP04925698,3,3,120
16267,AB72325331_f,4,3,21
16268,MB13131267,14,3,36
16269,MB84046802,7,3,24
16270,SP04892955,3,3,2
16271,AB72836150,6,3,8
16272,MP04865874_f,3,3,21
16273,SP04906782_f,3,3,21
16274,AB93293895,4,3,12
16275,MB84050092,4,3,24
16276,MP04604589,3,3,4
16277,MB89754160,6,3,36
16278,SB20735232_f,6,3,21
16279,SB14847152_f,15,3,21
16280,MB21805271_f,3,3,21
16281,AB73516796,4,3,12
16282,SB27930687_f,3,3,21
16283,SP04640777_f,3,3,21
16284,AB71286976,3,3,21
16285,SB27965241_f,6,3,21
16286,SB28403207,4,3,6
16287,SB27931576_f,3,3,21
16288,MB68635776,5,3,24
16289,SP04791438,3,3,2
16290,SB27248722_f,3,3,21
16291,SB15191425,3,3,21
16292,LB17791849,12,3,12
16293,SB27925728,3,3,17
16294,LB17808059_f,4,3,21
16295,SP04903693_f,3,3,21
16296,AB93547004_f,5,3,21
16297,AB72168721,5,3,6
16298,MP04745013,13,3,12
16299,MP04640320,3,3,15
16300,SP04825559,3,3,2
16301,KB15468695,4,3,4
16302,SP04835083,3,3,15
16303,MP04754807,7,3,4
16304,KP04810368_f,3,3,21
16305,SB25133295,3,3,36
16306,SP04831238,3,3,5
16307,SP04904021,3,3,2
16308,MP04711714_f,3,3,21
16309,AB73516864_f,3,3,21
16310,AB84363695,19,3,48
16311,MP04705827,3,3,2
16312,MB76762932_f,3,3,21
16313,AB93152376_f,3,3,21
16314,MB78346589_f,5,3,21
16315,AB68199306_f,11,3,21
16316,LB17216722,5,3,24
16317,SB25133282_f,3,3,21
16318,SP04855579,7,3,2
16319,AB71355140_f,3,3,21
16320,MP04899200,3,3,4
16321,AB71355014,3,3,21
16322,MB72100941,10,3,24
16323,LP04784059_f,3,3,21
16324,AB68410548,3,3,21
16325,AB69593079_f,3,3,21
16326,AB68463498_f,5,3,21
16327,YB28358462_f,4,3,21
16328,SB16718386_f,3,3,21
16329,MB78318180_f,12,3,21
16330,MB71353948_f,3,3,21
16331,MB65546855_f,3,3,21
16332,SP04768415,3,3,6
16333,YB28044035_f,3,3,21
16334,YP04875929_f,3,3,21
16335,SB27970692_f,6,3,21
16336,AB87183128_f,11,3,21
16337,AB92376933_f,3,3,21
16338,MB44516217,3,3,21
16339,SB23813562,3,3,29
16340,SB18923030_f,3,3,21
16341,KB73698012_f,12,3,21
16342,YP04513524,7,3,2
16343,MB77674647,4,3,24
16344,MB92249316,8,3,37
16345,SB26996509,6,3,20
16346,SP04801412_f,3,3,21
16347,SB23818651,8,3,17
16348,AB84353456,5,3,12
16349,MB84052113_f,3,3,21
16350,AB68199322,3,3,21
16351,MP04897131,6,3,6
16352,AB68256113,3,3,21
16353,SB21231625,6,3,66
16354,MP04864954_f,3,3,21
16355,SB28537005_f,6,3,21
16356,OB11432298_f,3,3,21
16357,AB88671817,9,3,12
16358,SB28137829,3,3,3
16359,MB65542998_f,3,3,21
16360,KP04844242_f,3,3,21
16361,SB28211363_f,4,3,21
16362,MB70303711_f,4,3,21
16363,SB24347846_f,6,3,21
16364,YB27379921,4,3,50
16365,MB88017109_f,6,3,21
16366,KP04915381_f,3,3,21
16367,SP04677549_f,3,3,21
16368,AB72422425_f,3,3,21
16369,SB21240959,6,3,102
16370,MP04900746_f,3,3,21
16371,SP04903441,3,3,6
16372,SB16717785_f,3,3,21
16373,MP04549066,3,3,20
16374,MB86925769_f,4,3,21
16375,SB27623884,3,3,8
16376,SB19026428_f,6,3,21
16377,MB25328945,3,3,24
16378,AB72498705_f,12,3,21
16379,MB25316083_f,3,3,21
16380,SB22244268_f,4,3,21
16381,SB26880673,3,3,33
16382,AB71947273_f,3,3,21
16383,LB16410862_f,12,3,21
16384,YP04847685,3,3,100
16385,SP04892214,3,3,20
16386,SP04572710,3,3,12
16387,AB79026688,3,3,12
16388,MP04850197_f,3,3,21
16389,AB91201892_f,3,3,21
16390,MB76088784_f,3,3,21
16391,LB17662758,3,3,6
16392,MB65548921_f,3,3,21
16393,SP04925834_f,3,3,21
16394,YP04860616,7,3,4
16395,SB28194341_f,9,3,21
16396,MB70535916,12,3,48
16397,SB26730147,4,3,12
16398,AB68463362_f,5,3,21
16399,AB71134853,3,3,21
16400,MB65543450_f,3,3,21
16401,SB14891991_f,3,3,21
16402,AB92872958,3,3,6
16403,SB27947175,3,3,33
16404,AB93523549,6,3,15
16405,SB27946998_f,6,3,21
16406,AB86743679,3,3,6
16407,SB27370784_f,3,3,21
16408,AB90454611_f,6,3,21
16409,SB15191085,6,3,21
16410,AB69031861,6,3,21
16411,AB68463304_f,3,3,21
16412,SP04883730_f,3,3,21
16413,AB93358426_f,7,3,21
16414,SB28400789_f,3,3,21
16415,AB92322330_f,3,3,21
16416,MB84053400_f,3,3,21
16417,AB71355221,3,3,21
16418,SB28398011,3,3,5
16419,SP04848800,3,3,2
16420,YP04925432_f,7,3,21
16421,MB71646192,3,3,24
16422,MB85418507,6,3,86
16423,SP04600758_f,3,3,21
16424,AB72168718,3,3,6
16425,MB84571351,19,3,50
16426,AB92350739,3,3,12
16427,MB88007449_f,6,3,21
16428,MB65544501_f,3,3,21
16429,AB68256126_f,5,3,21
16430,AB92324451_f,3,3,21
16431,AB92324464,3,3,12
16432,SB27997206_f,3,3,21
16433,AB83362891,3,3,12
16434,MB58879432_f,6,3,21
16435,YP04571980_f,3,3,21
16436,SB27833852_f,3,3,21
16437,AB71171010,10,3,8
16438,SB99812238_f,6,3,21
16439,KB15193258_f,3,3,21
16440,SP04895436,3,3,4
16441,AB68463304,4,3,6
16442,MP04652299,3,3,2
16443,AB91201106,3,3,15
16444,MP04896218,7,3,2
16445,AB73516835,3,3,12
16446,AB72213809_f,3,3,21
16447,AB91862930_f,3,3,21
16448,SB27970692,6,3,30
16449,SB28012669,6,3,25
16450,SP04757406,3,3,7
16451,SB28848587,6,3,6
16452,SB27947007_f,6,3,21
16453,SB17963127,3,3,19
16454,AB93152376,3,3,4
16455,MB65549836_f,3,3,21
16456,MB59821023_f,3,3,21
16457,SB28400365_f,4,3,21
16458,AB93167730_f,3,3,21
16459,SB28012685,3,3,25
16460,MP04885769_f,3,3,21
16461,SB28397902,3,3,8
16462,MB77673253,5,3,24
16463,AB68405618_f,3,3,21
16464,AB68256524,5,3,6
16465,LP04687196_f,3,3,21
16466,MB56766741,6,3,21
16467,SB16717921_f,3,3,21
16468,SB27944848,6,3,33
16469,SP04519515_f,3,3,21
16470,MP04893524,3,3,4
16471,SP04716387,7,3,22
16472,AB93165910_f,3,3,21
16473,SP04838093_f,3,3,21
16474,SB28402923,3,3,8
16475,SB27370797,3,3,20
16476,AB93288648,3,3,12
16477,AB92851717_f,6,3,21
16478,MP04674192_f,3,3,21
16479,MB72097588,16,3,24
16480,SP04899282,3,3,10
16481,SP04757409,3,3,7
16482,AB71287027,7,3,21
16483,KB16240003_f,6,3,21
16484,SB23820209_f,6,3,21
16485,MB68634188,3,3,40
16486,AB71577193,7,3,3
16487,MP04850202,3,3,2
16488,MB25326581_f,3,3,21
16489,MB68679936,3,3,60
16490,AB92370434_f,3,3,21
16491,MB74274464_f,6,3,21
16492,AB93804365_f,26,3,21
16493,AB71624842_f,6,3,21
16494,SB28012698,3,3,25
16495,YP04571986_f,7,3,21
16496,AB68405605_f,3,3,21
16497,MP04866749_f,11,3,21
16498,AB68410496_f,3,3,21
16499,SB23820335,6,3,41
16500,MB72112159,9,3,24
16501,YP04847669_f,3,3,21
16502,SP04936588_f,3,3,21
16503,AB74483857_f,3,3,21
16504,MB76763164,3,3,20
16505,MB71353948,3,3,35
16506,SB25132694_f,3,3,21
16507,SB20735410,3,3,40
16508,YP04562207,3,3,6
16509,SB28267993_f,4,3,21
16510,MB72108972_f,12,3,21
16511,SP04889849_f,3,3,21
16512,SB28397957,3,3,6
16513,MB64750752,15,3,48
16514,YP04597019,3,3,21
16515,AB68256401,5,3,21
16516,SP04835083_f,3,3,21
16517,LB17745031,10,3,12
16518,MP04915916,3,3,2
16519,MP04711720_f,3,3,21
16520,SB27638675_f,6,3,21
16521,MP04901830_f,3,3,21
16522,MB65543162,3,3,21
16523,AB68409973,3,3,21
16524,AB68462994,3,3,6
16525,SB28012672,6,3,25
16526,YP04572022,3,3,8
16527,AB80297231,3,3,4
16528,SB26880725_f,3,3,21
16529,AB75063991_f,7,3,21
16530,SB22610672,4,3,21
16531,AB85184035,9,3,288
16532,SB26730147_f,6,3,21
16533,SP04907356,3,3,4
16534,MB94979118_f,3,3,21
16535,AB69496189,4,3,21
16536,SB27931592_f,6,3,21
16537,SP04903696_f,3,3,21
16538,AB90454611,6,3,24
16539,SP04757405_f,3,3,21
16540,LB17343417_f,3,3,21
16541,SB27970702,3,3,30
16542,AB93295974_f,4,3,21
16543,AB92292729,3,3,12
16544,SP04785907_f,3,3,21
16545,AB93525495_f,3,3,21
16546,AB71426781,10,3,40
16547,SB24336624_f,13,3,21
16548,MB81396652,5,3,15
16549,MB95074478_f,3,3,21
16550,SP04702129_f,3,3,21
16551,SB28292670_f,3,3,21
16552,MP04885694_f,3,3,21
16553,YP04916449,3,3,29
16554,MB59815848,3,3,28
16555,YP04901875_f,3,3,21
16556,AB68405618,3,3,21
16557,MB85410084_f,10,3,21
16558,MB21793215_f,3,3,21
16559,SB26291437_f,3,3,21
16560,MB94976645_f,3,3,21
16561,SB22638887_f,18,3,21
16562,AB64646387,7,3,12
16563,AB92324147,3,3,8
16564,MB70302084_f,8,3,21
16565,AB71356819,3,3,21
16566,YP04802808_f,3,3,21
16567,SB28887205,7,3,19
16568,AB81409604,3,3,12
16569,MB84049087_f,3,3,21
16570,AB85030299_f,3,3,21
16571,MB84049265_f,3,3,21
16572,AB73516770,3,3,12
16573,MB76435489,3,3,86
16574,MB25311965,4,3,20
16575,MB78346741_f,5,3,21
16576,AB72325865,10,3,10
16577,SP04810729_f,3,3,21
16578,MB84048651_f,3,3,21
16579,SP04768051_f,3,3,21
16580,AB74421709_f,3,3,21
16581,SB28400734,3,3,5
16582,SP04915341_f,3,3,21
16583,SB27944819,7,3,33
16584,MB65549661_f,3,3,21
16585,MB91184825_f,3,3,21
16586,SB22638861_f,6,3,21
16587,AB84139887_f,3,3,21
16588,AB70892497,9,3,6
16589,YB28323167_f,6,3,21
16590,MP04865886_f,3,3,21
16591,SB27475265,4,3,29
16592,AB84353362,6,3,12
16593,AB72325865_f,18,3,21
16594,LP04915415_f,3,3,21
16595,AB88670889_f,6,3,21
16596,MB44515920_f,3,3,21
16597,SB28887153,3,3,25
16598,SB28194972,3,3,24
16599,SB28013655,3,3,30
16600,YP04722304,3,3,4
16601,MB70304286_f,6,3,21
16602,LB16611179,7,3,4
16603,MB70303795_f,4,3,21
16604,SP04917869,3,3,2
16605,MB85416127,12,3,94
16606,LB17589666_f,6,3,21
16607,SP04837380,3,3,8
16608,YB27971824_f,3,3,21
16609,AB68410470_f,6,3,21
16610,MP04912007_f,3,3,21
16611,AB68410548_f,3,3,21
16612,MP04911995_f,3,3,21
16613,LP04897983_f,3,3,21
16614,MB76429505_f,15,3,21
16615,MP04885761_f,3,3,21
16616,AP04581394_f,4,3,21
16617,LP04655811,3,3,4
16618,SB27248735,3,3,13
16619,AP04781209,3,3,5
16620,KB16239933,12,3,30
16621,SB28214179_f,3,3,21
16622,SB28749893,4,3,80
16623,SB28398367,3,3,8
16624,AB68459952,3,3,21
16625,SB27931576,3,3,31
16626,SB26291437,3,3,65
16627,AB68256126,5,3,21
16628,MB29647567,16,3,21
16629,AB72516014,15,3,90
16630,SB27638662_f,10,3,21
16631,YP04562243,3,3,2
16632,AB93524522,3,3,12
16633,SB29032237_f,6,3,21
16634,KB11387178_f,12,3,21
16635,MP04674191,3,3,15
16636,MB22362535,13,3,28
16637,MB69333763,3,3,5
16638,MB71646765_f,3,3,21
16639,AB88718990,5,3,20
16640,YP04847692,3,3,21
16641,MB72100873_f,12,3,21
16642,YP04935484,3,3,2
16643,KB15524128_f,15,3,21
16644,MP04887059_f,3,3,21
16645,MB84056672_f,3,3,21
16646,MP04911981_f,11,3,21
16647,SP04598606,3,3,10
16648,AB93778983,9,3,6
16649,YB28358459,3,3,27
16650,AB73516796_f,5,3,21
16651,AB68256061,5,3,21
16652,AB74421194_f,3,3,21
16653,SB18922345_f,3,3,21
16654,AB88711272,3,3,12
16655,YP04847680,3,3,25
16656,MB44513854_f,5,3,21
16657,SP04485700,3,3,4
16658,SP04888630,3,3,9
16659,SB27370784,3,3,20
16660,LP04676378,3,3,2
16661,SB21241013,6,3,102
16662,MB69335143,3,3,4
16663,MB75918855_f,11,3,21
16664,AB88001092_f,5,3,21
16665,KP04804810_f,3,3,21
16666,KP04804040,3,3,6
16667,AB93547017,3,3,12
